Sourness;Fruitiness;Sweetness;Saltiness;Preservatives;Alcohol%;Quality
7.5;0.2;8.1;0.098;92.0;9.2;0
7.2;0.26;1.8;0.083;75.0;9.5;1
8.0;0.33;2.7;0.088;37.0;10.7;1
7.5;0.2;8.1;0.098;92.0;9.2;0
9.1;0.34;2.0;0.071;67.0;10.2;1
9.9;0.56;2.0;0.073;8.0;11.4;1
8.6;0.65;6.4;0.08;8.0;11.0;0
8.6;0.65;6.4;0.08;8.0;11.0;0
7.9;0.68;8.3;0.05;278.0;12.3;1
10.3;0.56;1.4;0.047;8.0;11.8;1
7.9;0.68;8.3;0.05;289.0;12.3;1
7.2;0.3;1.8;0.073;70.0;9.5;1
8.7;0.45;2.4;0.072;59.0;12.0;1
7.2;0.3;1.8;0.073;70.0;9.5;1
6.8;0.08;1.8;0.074;64.0;9.6;0
8.5;0.4;4.7;0.055;9.0;11.6;1
7.9;0.42;1.6;0.057;30.0;11.2;1
11.6;0.54;1.5;0.095;41.0;9.9;1
11.6;0.54;1.5;0.095;41.0;9.9;1
10.0;0.54;1.9;0.083;74.0;11.8;1
7.9;0.42;2.0;0.086;19.0;11.4;1
7.0;0.09;2.0;0.081;16.0;11.5;1
9.2;0.36;2.2;0.079;31.0;12.0;1
6.6;0.09;5.5;0.117;17.0;10.8;1
9.4;0.47;2.5;0.087;20.0;10.5;0
6.6;0.09;5.5;0.117;17.0;10.8;1
8.6;0.38;1.5;0.096;18.0;9.4;0
8.0;0.45;2.1;0.216;16.0;12.5;1
8.6;0.38;1.5;0.096;18.0;9.4;0
8.4;0.42;2.1;0.072;36.0;12.4;1
7.4;0.27;2.1;0.071;25.0;12.0;1
6.1;0.09;1.7;0.078;30.0;11.2;1
7.4;0.27;2.1;0.071;25.0;12.0;1
8.0;0.34;2.2;0.073;25.0;12.4;1
6.3;0.28;2.1;0.048;49.0;12.8;0
8.2;0.42;1.9;0.069;17.0;12.3;1
9.1;0.41;2.0;0.068;24.0;11.7;1
8.1;0.1;3.3;0.09;13.0;9.5;0
10.8;0.43;2.1;0.171;66.0;10.8;1
8.3;0.0;1.4;0.07;14.0;10.0;1
5.4;0.27;2.0;0.092;55.0;12.3;1
7.9;0.41;1.5;0.056;35.0;11.0;1
8.9;0.39;1.6;0.074;10.0;9.5;1
5.0;0.5;4.3;0.046;80.0;13.6;1
7.0;0.07;2.5;0.091;21.0;11.3;1
7.0;0.07;2.5;0.091;21.0;11.3;1
7.0;0.07;2.5;0.091;21.0;11.3;1
7.1;0.12;2.1;0.065;24.0;13.3;1
5.6;0.0;2.5;0.066;15.0;12.9;0
7.9;0.34;2.5;0.076;17.0;13.1;1
6.6;0.0;1.8;0.062;28.0;12.3;1
6.3;0.0;1.4;0.055;33.0;12.3;1
10.7;0.37;1.9;0.081;29.0;11.2;1
6.5;0.0;2.2;0.096;13.0;11.5;0
8.8;0.35;1.7;0.055;27.0;11.3;1
5.8;0.26;1.7;0.063;11.0;13.5;1
6.3;0.0;2.9;0.072;52.0;11.5;1
10.0;0.33;2.7;0.095;89.0;10.0;0
10.5;0.35;3.3;0.092;70.0;10.5;1
9.1;0.0;1.9;0.058;10.0;10.4;1
5.9;0.21;1.7;0.045;135.0;9.5;0
7.4;0.34;1.8;0.075;38.0;13.6;1
7.2;0.07;5.5;0.089;18.0;11.2;1
8.5;0.35;1.7;0.061;15.0;11.8;1
8.0;0.43;1.7;0.067;50.0;11.9;1
10.4;0.45;2.0;0.08;13.0;11.4;1
10.4;0.45;2.0;0.08;13.0;11.4;1
7.5;0.15;3.7;0.104;94.0;9.1;0
8.2;0.24;2.0;0.079;86.0;9.5;1
7.3;0.3;1.7;0.08;79.0;9.5;1
8.2;0.32;2.5;0.08;71.0;11.0;1
6.9;0.11;2.4;0.043;12.0;11.4;1
7.0;0.3;1.8;0.065;20.0;10.0;1
7.3;0.23;2.3;0.066;70.0;10.1;0
8.2;0.43;2.5;0.076;51.0;10.4;1
7.8;0.12;1.8;0.178;21.0;9.8;1
10.0;0.45;6.2;0.071;14.0;11.8;1
7.8;0.42;2.0;0.086;21.0;11.6;1
10.0;0.47;2.0;0.061;11.0;12.0;1
8.2;0.32;2.8;0.067;12.0;12.8;1
6.1;0.23;2.5;0.044;70.0;12.5;1
8.3;0.25;2.2;0.118;38.0;9.8;0
9.6;0.35;2.1;0.083;38.0;11.1;1
6.6;0.0;2.2;0.1;63.0;11.4;1
8.3;0.25;2.2;0.118;38.0;9.8;0
8.5;0.51;1.75;0.071;88.0;11.8;1
5.1;0.18;2.1;0.042;101.0;12.9;1
6.7;0.43;2.8;0.076;54.0;10.6;1
10.2;0.43;2.2;0.11;37.0;10.8;0
10.6;0.57;2.3;0.087;20.0;11.1;1
8.8;0.43;1.4;0.076;21.0;10.2;1
8.5;0.42;2.3;0.075;19.0;11.8;1
9.0;0.24;1.7;0.078;21.0;10.0;0
9.0;0.24;1.7;0.078;21.0;10.0;0
8.5;0.5;1.9;0.369;38.0;9.4;0
9.9;0.26;2.0;0.111;60.0;10.2;0
8.2;0.39;2.5;0.074;48.0;12.4;1
6.5;0.27;2.8;0.067;44.0;12.0;1
7.6;0.29;2.3;0.086;14.0;11.5;1
9.2;0.34;1.6;0.062;12.0;10.5;1
7.1;0.0;2.2;0.078;44.0;10.8;1
9.7;0.46;2.1;0.074;16.0;12.3;1
7.6;0.31;1.7;0.079;65.0;9.5;1
7.6;0.31;1.7;0.079;65.0;9.5;1
6.5;0.0;2.2;0.095;59.0;11.5;1
6.5;0.03;5.6;0.079;47.0;11.2;0
7.1;0.0;2.4;0.052;11.0;12.7;1
5.6;0.0;2.1;0.041;78.0;11.4;0
8.2;0.33;2.4;0.076;47.0;11.0;1
8.2;0.33;2.4;0.076;47.0;11.0;1
9.8;0.43;1.65;0.068;11.0;11.4;0
10.2;0.4;2.5;0.068;54.0;10.5;1
6.8;0.07;1.6;0.07;61.0;9.3;0
6.7;0.23;2.1;0.08;119.0;10.9;0
7.0;0.3;2.0;0.085;39.0;11.9;1
6.6;0.03;7.8;0.079;12.0;12.2;0
7.0;0.3;2.0;0.085;39.0;11.9;1
6.7;0.23;2.1;0.08;119.0;10.9;0
8.8;0.05;1.8;0.075;19.0;9.6;0
9.1;0.57;4.6;0.08;20.0;12.5;1
6.5;0.0;2.3;0.166;12.0;10.8;0
7.2;0.37;2.5;0.063;41.0;12.4;1
6.4;0.0;2.3;0.166;12.0;10.8;0
7.0;0.12;1.8;0.114;64.0;9.5;1
6.2;0.22;1.8;0.078;56.0;9.5;1
7.9;0.23;2.3;0.076;94.0;9.5;1
7.7;0.21;1.5;0.069;9.0;9.8;1
7.7;0.26;2.0;0.052;77.0;10.9;1
7.9;0.23;2.3;0.076;94.0;9.5;1
7.7;0.21;1.5;0.069;9.0;9.8;1
7.9;0.36;1.9;0.065;10.0;11.2;1
8.6;0.39;1.8;0.068;12.0;11.7;1
9.9;0.19;5.8;0.111;76.0;9.4;0
7.2;0.46;2.1;0.074;44.0;11.0;1
7.2;0.46;2.1;0.074;44.0;11.0;1
7.2;0.46;2.1;0.074;44.0;11.0;1
9.9;0.55;1.7;0.136;52.0;10.0;0
7.2;0.46;2.1;0.074;44.0;11.0;1
6.2;0.43;2.0;0.071;24.0;11.2;1
6.8;0.02;2.1;0.078;15.0;10.4;1
6.6;0.15;2.1;0.076;53.0;9.3;0
6.8;0.02;2.1;0.078;15.0;10.4;1
9.6;0.42;1.9;0.071;13.0;10.5;1
10.2;0.46;1.9;0.081;9.0;10.4;1
8.8;0.46;2.1;0.095;29.0;11.3;1
7.9;0.31;2.0;0.079;79.0;9.5;1
8.2;0.37;1.9;0.057;74.0;12.0;1
8.2;0.31;1.9;0.082;24.0;10.6;1
9.0;0.4;1.3;0.044;50.0;10.9;1
10.9;0.52;1.8;0.132;44.0;11.5;1
10.9;0.52;1.8;0.132;44.0;11.5;1
8.1;0.22;2.2;0.078;89.0;9.6;1
10.5;0.47;2.2;0.074;23.0;12.0;1
12.6;0.49;2.5;0.08;20.0;10.3;1
9.2;0.23;2.6;0.091;77.0;9.4;0
7.5;0.03;4.1;0.08;46.0;9.2;0
9.0;0.25;2.0;0.104;21.0;9.6;0
5.1;0.0;1.8;0.044;88.0;13.6;1
7.6;0.29;2.1;0.075;66.0;9.5;0
7.7;0.34;2.7;0.066;58.0;11.8;1
7.8;0.01;2.6;0.074;90.0;10.8;0
7.6;0.29;2.1;0.075;66.0;9.5;0
10.2;0.37;2.2;0.057;36.0;9.3;0
7.1;0.01;2.2;0.059;18.0;12.8;1
6.0;0.32;12.9;0.054;113.0;11.5;0
7.8;0.0;1.7;0.07;17.0;9.4;1
7.1;0.01;2.2;0.059;18.0;12.8;1
8.1;0.0;2.5;0.081;24.0;9.6;0
6.5;0.0;4.3;0.057;20.0;11.8;0
7.5;0.2;1.7;0.076;60.0;9.3;0
9.8;0.39;2.5;0.079;65.0;9.8;0
9.0;0.41;2.0;0.058;40.0;12.2;1
8.3;0.22;2.4;0.082;86.0;9.5;0
5.9;0.25;13.4;0.067;160.0;10.3;1
7.4;0.19;1.8;0.082;34.0;10.5;0
7.4;0.07;1.7;0.086;48.0;10.0;0
7.4;0.19;1.8;0.082;34.0;10.5;0
6.9;0.33;2.2;0.081;36.0;11.1;1
7.1;0.01;2.3;0.079;37.0;10.9;1
7.1;0.01;2.3;0.079;37.0;10.9;1
7.5;0.14;2.2;0.077;60.0;9.8;0
7.1;0.0;1.8;0.123;14.0;9.8;0
7.9;0.0;1.4;0.096;13.0;9.5;0
7.8;0.06;1.9;0.079;35.0;10.9;0
6.1;0.02;2.4;0.069;46.0;11.0;0
7.5;0.22;1.8;0.082;60.0;9.2;0
7.0;0.28;4.8;0.085;69.0;11.0;1
6.8;0.0;2.7;0.123;33.0;11.3;1
6.8;0.0;2.7;0.123;33.0;11.3;1
8.6;0.68;1.8;0.403;56.0;9.3;0
6.3;0.0;2.0;0.083;24.0;11.2;0
9.8;0.38;2.5;0.081;66.0;9.8;0
8.2;0.0;2.2;0.089;26.0;9.6;0
8.5;0.32;1.8;0.066;51.0;11.8;1
7.2;0.05;2.3;0.081;36.0;10.3;1
7.2;0.05;2.3;0.081;36.0;10.3;1
10.4;0.5;2.3;0.068;19.0;11.4;1
6.9;0.31;2.0;0.079;51.0;9.5;1
5.5;0.03;1.8;0.044;87.0;14.0;1
5.0;0.01;1.6;0.048;60.0;14.0;1
7.3;0.2;1.6;0.049;64.0;11.7;1
5.9;0.0;1.9;0.077;44.0;11.2;0
7.5;0.2;2.0;0.073;44.0;9.3;0
7.8;0.13;2.1;0.102;36.0;11.2;1
8.0;0.22;2.3;0.075;81.0;9.5;1
8.5;0.4;6.3;0.05;10.0;12.0;0
7.0;0.0;1.9;0.114;10.0;9.7;1
8.0;0.22;2.3;0.075;81.0;9.5;1
9.8;0.39;1.7;0.062;9.0;11.5;1
7.1;0.2;1.9;0.077;54.0;10.4;1
7.1;0.2;1.9;0.077;54.0;10.4;1
7.9;0.0;2.0;0.084;22.0;10.9;1
8.7;0.28;2.7;0.096;69.0;10.2;1
7.0;0.19;2.3;0.071;36.0;10.9;0
11.3;0.5;1.8;0.09;47.0;10.5;0
7.1;0.44;2.5;0.068;31.0;12.4;1
8.0;0.08;2.6;0.056;7.0;13.0;0
7.0;0.3;4.5;0.068;110.0;10.2;0
7.0;0.3;4.5;0.068;110.0;10.2;0
7.6;0.0;1.9;0.1;12.0;11.0;0
8.2;0.1;2.1;0.073;60.0;10.9;1
5.9;0.13;2.4;0.056;28.0;12.4;1
7.5;0.0;1.9;0.084;12.0;9.7;0
8.2;0.1;2.1;0.073;60.0;10.9;1
6.6;0.0;4.3;0.093;77.5;9.5;0
6.6;0.0;4.3;0.093;77.5;9.5;0
7.2;0.14;2.1;0.064;29.0;12.1;1
5.7;0.0;1.4;0.063;18.0;12.2;1
7.6;0.0;2.1;0.137;9.0;10.9;0
5.2;0.0;2.15;0.08;28.0;12.5;1
6.7;0.07;2.0;0.1;57.0;11.7;1
9.1;0.32;2.1;0.064;15.0;11.2;1
8.0;0.44;1.8;0.081;68.0;11.2;0
7.6;0.21;2.3;0.087;68.0;9.2;0
7.5;0.26;1.9;0.073;88.0;9.8;0
9.7;0.32;2.5;0.088;91.0;10.1;0
6.8;0.09;3.9;0.068;29.0;11.1;0
9.7;0.32;2.5;0.088;91.0;10.1;0
7.0;0.1;1.4;0.071;63.0;9.2;0
7.5;0.26;1.9;0.073;88.0;9.8;0
6.5;0.15;3.0;0.064;27.0;12.8;1
8.0;0.21;1.9;0.083;41.0;10.5;0
7.0;0.21;2.3;0.086;65.0;10.1;1
7.0;0.21;2.4;0.086;69.0;10.1;1
7.5;0.27;2.0;0.083;91.0;9.8;1
5.4;0.0;1.2;0.041;46.0;12.5;1
9.9;0.46;2.2;0.091;41.0;11.9;1
7.5;0.27;2.0;0.083;91.0;9.8;1
9.1;0.68;1.7;0.414;64.0;9.1;1
9.7;0.34;2.6;0.094;88.0;10.1;0
5.0;0.0;1.2;0.041;46.0;12.5;1
9.1;0.42;1.8;0.058;18.0;11.4;0
9.1;0.39;1.8;0.06;55.0;11.0;1
6.7;0.24;1.7;0.077;34.0;10.6;1
6.7;0.24;1.7;0.077;34.0;10.6;1
6.7;0.24;1.7;0.077;34.0;10.6;1
6.7;0.24;1.7;0.077;34.0;10.6;1
6.5;0.11;1.8;0.073;38.0;9.3;0
7.4;0.26;2.1;0.083;91.0;9.8;1
7.4;0.26;2.1;0.083;91.0;9.8;1
7.8;0.26;3.8;0.107;67.0;9.2;0
8.4;0.1;1.7;0.075;25.0;9.7;1
9.1;0.22;2.2;0.079;48.0;9.6;0
7.2;0.0;2.0;0.166;11.0;10.0;0
6.6;0.02;2.4;0.069;40.0;12.6;1
6.0;0.0;1.4;0.057;26.0;9.5;0
6.0;0.0;1.4;0.057;26.0;9.5;0
6.0;0.0;1.4;0.057;26.0;9.5;0
7.5;0.02;1.7;0.084;31.0;10.5;1
7.5;0.02;1.7;0.084;31.0;10.5;1
7.5;0.02;1.7;0.084;31.0;10.5;1
7.6;0.02;1.7;0.085;31.0;10.4;1
7.5;0.02;1.7;0.084;31.0;10.5;1
11.5;0.48;2.6;0.077;20.0;11.0;0
8.2;0.24;2.3;0.063;28.0;10.2;1
6.1;0.01;2.1;0.056;13.0;11.4;0
7.2;0.03;1.8;0.078;12.0;9.5;0
7.2;0.03;1.8;0.078;12.0;9.5;0
6.9;0.0;2.8;0.081;41.0;10.8;0
9.0;0.29;2.0;0.069;73.0;10.0;0
7.2;0.01;2.3;0.065;46.0;11.8;1
7.6;0.03;1.9;0.086;57.0;10.3;0
7.6;0.03;1.9;0.086;57.0;10.3;0
7.2;0.03;2.3;0.077;28.0;10.0;0
6.1;0.25;1.8;0.086;32.0;10.1;0
6.1;0.25;1.8;0.084;28.0;10.1;0
7.3;0.24;2.5;0.078;67.0;11.1;1
7.4;0.17;5.4;0.168;98.0;9.5;0
11.6;0.4;1.4;0.091;28.0;10.0333333333333;1
9.2;0.31;2.3;0.112;38.0;10.9;0
8.3;0.14;2.5;0.093;54.0;10.1;0
11.6;0.4;1.4;0.091;28.0;10.0333333333333;1
8.0;0.27;2.0;0.08;63.0;9.8;0
7.2;0.02;1.9;0.096;31.0;11.8;1
7.8;0.09;2.2;0.115;42.0;9.5;0
7.3;0.08;1.7;0.094;45.0;9.8;0
6.9;0.3;2.2;0.088;105.0;10.5;1
8.0;0.32;2.1;0.079;74.0;9.8;1
6.6;0.0;1.6;0.069;8.0;10.4;0
8.7;0.51;1.7;0.415;66.0;9.2;0
7.5;0.56;3.1;0.153;14.0;11.6;1
8.7;0.51;1.7;0.415;66.0;9.2;0
7.7;0.27;3.8;0.11;89.0;9.3;0
6.8;0.0;1.2;0.267;29.0;9.8;0
7.2;0.26;2.0;0.083;100.0;9.9;0
8.2;0.2;1.4;0.086;31.0;10.0;0
5.2;0.26;2.3;0.09;74.0;12.2;1
7.2;0.15;2.0;0.078;28.0;9.9;1
7.5;0.02;2.6;0.077;35.0;10.8;1
7.5;0.02;2.6;0.077;35.0;10.8;1
6.8;0.09;1.8;0.074;25.0;9.6;0
8.0;0.22;2.1;0.08;105.0;9.9;0
8.0;0.22;2.1;0.08;105.0;9.9;0
7.1;0.15;1.8;0.107;84.0;9.5;0
8.0;0.25;3.4;0.076;85.0;9.2;0
7.4;0.07;1.8;0.1;23.0;9.6;0
7.4;0.07;1.8;0.1;23.0;9.6;0
6.6;0.31;6.1;0.083;49.0;10.3;0
6.7;0.02;2.2;0.08;111.0;9.7;0
6.0;0.0;2.3;0.068;33.0;12.5;1
8.0;0.22;2.4;0.094;33.0;11.0;0
7.1;0.06;1.3;0.07;12.0;9.8;0
8.0;0.25;2.0;0.078;59.0;10.2;0
6.4;0.14;3.9;0.07;73.0;9.2;0
8.6;0.1;1.6;0.092;12.0;9.55;1
8.7;0.1;1.6;0.09;11.0;9.55;0
7.3;0.26;2.0;0.08;104.0;9.9;0
7.0;0.12;2.2;0.083;28.0;10.2;1
7.2;0.0;2.2;0.068;24.0;11.1;1
7.9;0.21;2.1;0.08;141.0;9.9;0
7.9;0.21;2.1;0.08;141.0;9.9;0
7.6;0.42;2.0;0.052;24.0;11.9;1
7.2;0.33;1.7;0.061;13.0;10.0;1
8.0;0.39;2.6;0.082;46.0;10.7;1
7.7;0.3;2.0;0.062;34.0;11.3;1
8.2;0.34;5.1;0.062;22.0;10.9;1
6.0;0.0;2.1;0.064;54.0;10.7;1
8.1;0.36;2.2;0.048;53.0;12.4;1
6.0;0.0;2.1;0.064;54.0;10.7;1
6.6;0.0;1.8;0.082;16.0;11.9;1
6.4;0.4;2.4;0.071;19.0;10.6;1
8.2;0.34;5.1;0.062;22.0;10.9;1
9.9;0.25;2.0;0.104;89.0;10.1;0
10.0;0.59;2.2;0.077;15.0;9.6;0
6.2;0.0;1.6;0.065;18.0;9.4;0
10.0;0.59;2.2;0.077;15.0;9.6;0
7.3;0.33;2.5;0.064;37.0;12.1;1
7.8;0.01;1.6;0.077;19.0;9.8;0
7.7;0.21;2.2;0.077;133.0;9.9;0
7.8;0.01;1.6;0.077;19.0;9.8;0
7.5;0.18;1.6;0.079;58.0;9.4;0
7.0;0.0;2.1;0.079;55.0;11.4;1
6.4;0.09;3.9;0.123;31.0;11.0;0
8.3;0.37;1.4;0.076;23.0;9.6;1
8.3;0.37;1.4;0.076;23.0;9.6;1
7.7;0.37;1.8;0.046;60.0;12.1;1
7.6;0.33;2.5;0.078;23.0;11.2;0
7.8;0.0;1.9;0.072;55.0;11.0;0
7.9;0.4;2.2;0.049;67.0;11.3;0
7.4;0.24;1.8;0.066;47.0;10.4;0
7.6;0.31;2.1;0.069;74.0;9.9;1
5.9;0.0;1.6;0.042;11.0;11.7;1
6.1;0.16;1.8;0.069;25.0;10.1;1
10.2;0.37;15.4;0.214;95.0;9.0;1
10.2;0.37;15.4;0.214;95.0;9.0;1
10.0;0.38;1.6;0.169;90.0;8.5;0
6.8;0.29;4.8;0.07;39.0;11.1;0
7.0;0.0;1.7;0.052;8.0;10.3;0
7.3;0.02;2.2;0.072;92.0;11.0666666666667;1
7.2;0.32;2.0;0.062;28.0;11.3;1
7.4;0.19;5.2;0.094;98.0;9.56666666666667;1
6.9;0.02;1.9;0.078;30.0;9.8;0
6.9;0.2;1.75;0.058;22.0;11.7;0
7.3;0.02;2.2;0.072;92.0;11.1;1
7.4;0.19;5.2;0.094;98.0;9.6;1
6.9;0.02;1.9;0.078;30.0;9.8;0
6.8;0.0;1.9;0.08;39.0;9.7;0
6.9;0.01;1.9;0.08;54.0;9.7;0
7.2;0.31;2.0;0.056;29.0;11.3;1
7.2;0.32;2.0;0.062;28.0;11.3;1
7.8;0.44;2.7;0.104;17.0;11.0;1
6.6;0.02;2.0;0.062;53.0;11.6;1
7.6;0.33;1.9;0.074;85.0;9.0;0
11.7;0.63;2.2;0.073;23.0;10.9;1
6.5;0.0;1.6;0.052;17.0;10.9;1
6.0;0.06;1.8;0.05;89.0;10.55;1
7.6;0.33;1.9;0.074;85.0;9.0;0
8.4;0.4;1.7;0.067;20.0;10.5;0
7.9;0.35;1.7;0.054;15.0;11.9;1
6.4;0.09;2.3;0.054;64.0;10.4;1
6.2;0.0;2.1;0.06;13.0;10.0;0
6.8;0.03;2.3;0.075;31.0;10.4;1
6.9;0.01;2.4;0.076;39.0;10.8;1
6.8;0.1;1.7;0.063;53.0;9.7;0
6.8;0.1;1.7;0.063;53.0;9.7;0
7.3;0.32;2.1;0.062;54.0;10.0;1
6.7;0.08;2.3;0.067;32.0;11.0;0
7.3;0.32;2.1;0.062;54.0;10.0;1
7.3;0.05;2.1;0.061;49.0;9.7;0
10.0;0.11;1.4;0.084;24.0;9.7;0
6.7;0.08;3.75;0.067;16.0;12.6;0
7.6;0.6;2.6;0.073;44.0;11.1;1
6.1;0.08;1.8;0.071;45.0;11.0;0
9.9;0.5;13.8;0.205;82.0;8.8;0
5.3;0.11;2.2;0.048;89.0;13.5666666666667;1
9.9;0.5;13.8;0.205;82.0;8.8;0
5.3;0.11;2.2;0.048;89.0;13.6;1
7.1;0.05;5.7;0.082;14.0;10.2;0
8.2;0.6;3.0;0.104;22.0;10.6;0
5.6;0.03;1.5;0.08;13.0;10.1;0
8.2;0.6;3.0;0.104;22.0;10.6;0
7.2;0.54;2.1;0.114;9.0;10.3;0
8.1;0.44;1.5;0.042;12.0;10.7;0
6.8;0.06;2.0;0.06;11.0;10.9;0
7.0;0.16;2.1;0.074;25.0;9.7;0
6.8;0.21;2.1;0.07;23.0;10.3;0
6.0;0.05;1.9;0.066;17.0;10.6;0
5.6;0.04;1.7;0.049;13.0;11.4;0
6.2;0.1;2.1;0.048;11.0;10.8;1
7.1;0.49;1.8;0.039;18.0;12.4;1
5.6;0.04;1.7;0.049;13.0;11.4;0
6.2;0.06;1.6;0.05;18.0;11.95;0
7.7;0.26;1.9;0.089;147.0;9.7;0
6.4;0.09;1.4;0.066;28.0;10.0;1
7.0;0.02;1.9;0.08;28.0;10.6;1
7.7;0.26;1.9;0.089;147.0;9.7;0
6.9;0.03;2.3;0.054;16.0;11.5;1
6.6;0.04;2.3;0.068;13.0;10.8;1
6.9;0.03;2.3;0.054;16.0;11.5;1
7.5;0.04;1.5;0.076;15.0;9.6;0
7.8;0.29;4.3;0.083;64.0;9.4;0
7.3;0.18;2.4;0.078;60.0;9.8;0
6.2;0.39;2.5;0.077;14.0;11.0;1
7.5;0.57;2.3;0.106;12.0;11.4;1
6.7;0.02;1.8;0.078;12.0;9.95;0
6.8;0.05;2.0;0.07;14.0;10.8;1
7.5;0.57;2.3;0.106;12.0;11.4;1
7.1;0.6;2.1;0.074;25.0;10.6;1
7.9;0.4;1.8;0.062;20.0;11.1;0
6.4;0.21;2.2;0.047;48.0;9.7;1
7.1;0.04;2.1;0.068;27.0;9.8;0
6.4;0.04;2.2;0.061;17.0;10.4;1
6.4;0.15;1.8;0.078;65.0;10.5;1
6.9;0.21;4.1;0.074;65.0;9.23333333333333;1
6.9;0.21;4.1;0.074;65.0;9.25;1
6.1;0.25;2.3;0.071;58.0;10.6;0
6.5;0.06;2.0;0.063;44.0;10.3;1
7.4;0.46;2.2;0.114;20.0;10.5;0
6.6;0.08;2.6;0.106;27.0;10.2;0
6.5;0.06;2.0;0.063;44.0;10.3;1
6.9;0.2;1.9;0.082;23.0;9.05;0
6.1;0.25;2.3;0.071;58.0;10.6;0
6.8;0.25;2.0;0.076;61.0;10.4;0
6.0;0.19;2.0;0.075;47.0;10.0;1
6.7;0.08;2.1;0.064;34.0;9.7;0
6.8;0.08;2.2;0.064;38.0;9.6;1
7.1;0.07;1.7;0.071;24.0;10.8;1
7.9;0.49;2.2;0.096;59.0;10.1;1
7.1;0.08;2.1;0.063;52.0;10.2;1
6.6;0.09;2.2;0.063;18.0;11.3;1
6.1;0.1;2.8;0.081;28.0;10.2;0
7.2;0.13;2.0;0.058;22.0;9.9;1
8.0;0.3;1.9;0.074;84.0;9.0;0
6.6;0.14;2.4;0.064;29.0;11.7;1
7.0;0.13;2.2;0.075;35.0;9.7;1
6.1;0.08;1.9;0.077;45.0;10.3;1
5.4;0.08;1.9;0.059;31.0;10.2;1
6.2;0.09;2.5;0.081;26.0;12.0;0
7.2;0.32;1.8;0.065;60.0;9.9;0
6.2;0.08;4.4;0.071;32.0;11.6;1
7.4;0.29;2.2;0.054;49.0;10.9;1
6.7;0.02;1.9;0.064;38.0;10.75;1
11.1;0.42;2.2;0.064;19.0;10.4;1
8.4;0.43;2.3;0.063;19.0;11.2;1
6.5;0.33;1.8;0.059;28.0;10.1;1
7.0;0.02;2.0;0.072;26.0;10.2;0
6.3;0.1;1.6;0.048;26.0;12.1;0
11.2;0.5;2.0;0.099;50.0;10.4;0
7.4;0.3;1.8;0.074;24.0;11.4;1
7.1;0.0;2.3;0.087;26.0;9.5;0
7.1;0.0;2.3;0.083;27.0;9.4;0
6.3;0.01;3.7;0.103;54.0;11.3;1
7.3;0.0;2.2;0.08;28.0;9.4;0
6.6;0.02;2.4;0.062;23.0;11.0;1
7.0;0.17;1.7;0.065;24.0;10.55;1
6.6;0.04;2.2;0.066;20.0;9.9;0
6.6;0.02;2.4;0.062;23.0;11.0;1
6.9;0.33;6.7;0.235;115.0;9.5;0
7.8;0.26;2.0;0.08;131.0;9.9;0
7.8;0.26;2.0;0.08;131.0;9.9;0
7.8;0.26;2.0;0.08;131.0;9.9;0
7.2;0.13;2.0;0.076;20.0;10.1;0
7.2;0.13;2.0;0.076;20.0;10.1;0
7.2;0.13;2.0;0.076;20.0;10.1;0
6.7;0.02;1.9;0.061;42.0;10.9;1
6.7;0.64;2.1;0.059;52.0;11.2;1
7.2;0.13;2.0;0.076;20.0;10.1;0
7.0;0.13;1.6;0.077;42.0;9.2;0
6.2;0.14;1.9;0.056;34.0;11.5;1
6.4;0.53;2.2;0.23;35.0;12.4;1
6.4;0.14;2.2;0.038;25.0;11.1;1
7.3;0.32;2.2;0.069;104.0;9.5;0
6.0;0.2;2.4;0.075;50.0;12.5;1
5.6;0.78;13.9;0.074;92.0;10.5;1
7.5;0.4;2.2;0.06;20.0;11.8;1
8.0;0.63;1.6;0.081;29.0;10.8;1
6.2;0.15;5.1;0.076;27.0;11.9;1
6.8;0.15;1.8;0.118;20.0;11.3;1
6.2;0.09;1.7;0.053;32.0;11.3;0
7.4;0.33;2.4;0.068;26.0;11.9;1
6.2;0.09;1.7;0.053;32.0;11.3;0
6.1;0.1;2.6;0.053;27.0;11.9;0
6.2;0.29;2.1;0.074;98.0;9.8;0
6.7;0.44;2.4;0.061;34.0;11.6;1
7.2;0.44;2.6;0.066;48.0;11.5;1
7.5;0.41;2.4;0.065;60.0;11.4;1
5.8;0.11;1.8;0.066;28.0;10.9;1
7.2;0.33;2.5;0.068;102.0;12.8;1
6.6;0.2;7.8;0.073;79.0;9.2;0
6.3;0.15;1.8;0.077;35.0;11.6;1
5.4;0.09;1.7;0.089;26.0;11.6;1
6.3;0.13;2.3;0.076;40.0;11.0;1
6.8;0.08;1.9;0.068;38.0;9.5;1
6.2;0.08;2.0;0.09;44.0;10.5;0
5.9;0.1;2.2;0.062;51.0;11.2;1
6.3;0.13;2.3;0.076;40.0;11.0;1
5.9;0.12;2.0;0.075;44.0;10.2;0
6.0;0.47;3.6;0.067;42.0;11.0;1
